country,total_population,gdp,defense_budget,external_debt,total_manpower,active_personnel,reserve_personnel,air_force_personnel,army_personnel,navy_personnel,total_aircraft,attack_aircraft,fighter_aircraft,transport_aircraft,helicopters,trainer_aircraft,special_mission_aircraft,attack_helicopters,tanker_aircraft,naval_assets,aircraft_carriers,helicopter_carriers,destroyers,frigates,corvettes,submarines,patrol_vessel,mine_warfare,tanks,self_propelled_artillery,towed_artillery,rocket_artillery,power_index
Tajikistan,"10,394,063","$50,370,000,000 USD","$450,460,000 USD","$3,024,000,000 USD","4,781,269","150,000","600,000","1,200","9,000",0,"Stock: 25			
Readiness: 14*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 1 (4.0%)

Readiness: 1*","Stock: 20 (80.0%)

Readiness: 11*","Stock: 4 (16.0%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 6 (24.0%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 38				
Readiness: 23*","Stock: 3				
Readiness: 2*","Stock: 13				
Readiness: 8*","Stock: 24				
Readiness: 14*",2.1749
Belarus,"9,501,451","$265,220,000,000 USD","$1,034,784,000 USD","$18,010,000,000 USD","5,035,769","63,000","365,400","11,300","18,000",0,"Stock: 194			
Readiness: 107*","Stock: 50 (25.8%)

Readiness: 28*","Stock: 43 (22.2%)

Readiness: 24*","Stock: 4 (2.1%)

Readiness: 2*","Stock: 70 (36.1%)

Readiness: 39*","Stock: 27 (13.9%)

Readiness: 15*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 31 (16.0%)

Readiness: 17*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 577				
Readiness: 375*","Stock: 357				
Readiness: 232*","Stock: 190				
Readiness: 124*","Stock: 206				
Readiness: 134*",1.4072
Ivory Coast,"29,981,758","$215,018,000,000 USD","$18,200,000 USD","$26,576,000,000 USD","12,292,521","22,000",0,460,"22,000","1,000","Stock: 22			
Readiness: 10*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 3 (13.6%)

Readiness: 1*","Stock: 14 (63.6%)

Readiness: 6*","Stock: 2 (9.1%)

Readiness: 1*","Stock: 3 (13.6%)

Readiness: 1*","Stock: 5 (22.7%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*",8,0,0,0,0,0,0,7,0,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 4				
Readiness: 2*","Stock: 6				
Readiness: 3*",2.3884
Morocco,"37,387,585","$350,594,000,000 USD","$16,100,000,000 USD","$42,262,000,000 USD","17,946,041","400,000","250,000","13,000","500,000","9,300","Stock: 271			
Readiness: 163*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 84 (31.0%)

Readiness: 50*","Stock: 31 (11.4%)

Readiness: 19*","Stock: 73 (26.9%)

Readiness: 44*","Stock: 77 (28.4%)

Readiness: 46*","Stock: 4 (1.5%)

Readiness: 2*","Stock: 6 (2.2%)

Readiness: 4*","Stock: 2 (0.7%)

Readiness: 1*",100,0,0,0,6,1,0,84,0,"Stock: 1,346				
Readiness: 808*","Stock: 544				
Readiness: 326*","Stock: 188				
Readiness: 113*","Stock: 185				
Readiness: 111*",1.0368
Angola,"37,202,061","$278,239,000,000 USD","$31,200,000,000 USD","$45,299,000,000 USD","7,440,412","107,000",0,"6,000","100,000","1,500","Stock: 278			
Readiness: 153*","Stock: 6 (2.2%)

Readiness: 3*","Stock: 67 (24.1%)

Readiness: 37*","Stock: 32 (11.5%)

Readiness: 18*","Stock: 115 (41.4%)

Readiness: 63*","Stock: 56 (20.1%)

Readiness: 31*","Stock: 2 (0.7%)

Readiness: 1*","Stock: 14 (5.0%)

Readiness: 8*","Stock: 0 (0.0%)

Readiness: 0*",32,0,0,0,0,0,0,32,0,"Stock: 319				
Readiness: 191*","Stock: 25				
Readiness: 15*","Stock: 575				
Readiness: 345*","Stock: 116				
Readiness: 70*",1.1045
Montenegro,"599,849","$17,375,000,000 USD","$204,000,000 USD","$3,643,000,000 USD","143,964","2,350",0,480,"1,500",550,"Stock: 10			
Readiness: 5*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 10 (100.0%)

Readiness: 5*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",20,0,0,0,0,0,0,14,0,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 12				
Readiness: 7*","Stock: 12				
Readiness: 7*",2.9782
New Zealand,"5,161,211","$257,117,000,000 USD","$2,455,949,332 USD","$230,651,410,000 USD","2,219,321","10,050","3,300","2,875","6,345","2,873","Stock: 47			
Readiness: 31*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 7 (14.9%)

Readiness: 5*","Stock: 21 (44.7%)

Readiness: 14*","Stock: 13 (27.7%)

Readiness: 8*","Stock: 6 (12.8%)

Readiness: 4*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",8,0,0,0,2,0,0,4,0,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 31				
Readiness: 22*","Stock: 0				
Readiness: 0*",1.9258
France,"68,374,591","$3,732,000,000,000 USD","$67,232,395,000 USD","$7,691,315,390,000 USD","30,084,820","264,000","43,444","44,120","141,600","47,000","Stock: 974			
Readiness: 779*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 223 (22.9%)

Readiness: 178*","Stock: 118 (12.1%)

Readiness: 94*","Stock: 452 (46.4%)

Readiness: 362*","Stock: 140 (14.4%)

Readiness: 112*","Stock: 44 (4.5%)

Readiness: 35*","Stock: 67 (6.9%)

Readiness: 54*","Stock: 15 (1.5%)

Readiness: 12*",166,1,3,11,5,0,9,22,19,"Stock: 427				
Readiness: 342*","Stock: 74				
Readiness: 59*","Stock: 0				
Readiness: 0*","Stock: 9				
Readiness: 7*",0.1798
Brazil,"220,051,512","$4,165,000,000,000 USD","$26,400,000,000 USD","$198,582,000,000 USD","112,226,271","376,000","1,340,000","81,000","1,212,217","80,505","Stock: 495			
Readiness: 322*","Stock: 30 (6.1%)

Readiness: 20*","Stock: 44 (8.9%)

Readiness: 29*","Stock: 107 (21.6%)

Readiness: 70*","Stock: 186 (37.6%)

Readiness: 121*","Stock: 124 (25.1%)

Readiness: 81*","Stock: 25 (5.1%)

Readiness: 16*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",69,0,1,0,8,2,6,22,4,"Stock: 294				
Readiness: 191*","Stock: 149				
Readiness: 97*","Stock: 412				
Readiness: 268*","Stock: 82				
Readiness: 53*",0.2374
North Macedonia,"2,135,622","$43,844,000,000 USD","$421,527,100 USD","$5,637,000,000 USD","948,216","10,010","60,000",950,"70,011",0,"Stock: 20			
Readiness: 11*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 10 (50.0%)

Readiness: 6*","Stock: 10 (50.0%)

Readiness: 6*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 4 (20.0%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 156				
Readiness: 86*","Stock: 18				
Readiness: 10*",2.4956
Central African Republic,"5,650,957","$5,926,000,000 USD","$300,000,000 USD","$724,179,000 USD","2,203,873","30,000",0,100,"30,000",0,"Stock: 8			
Readiness: 2*","Stock: 8 (100.0%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",4.2381
Uzbekistan,"36,520,593","$379,989,000,000 USD","$6,210,000,000 USD","$25,714,000,000 USD","18,990,708","120,000",0,"15,000","95,000",550,"Stock: 159			
Readiness: 87*","Stock: 13 (8.2%)

Readiness: 7*","Stock: 26 (16.4%)

Readiness: 14*","Stock: 12 (7.5%)

Readiness: 7*","Stock: 101 (63.5%)

Readiness: 56*","Stock: 7 (4.4%)

Readiness: 4*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 34 (21.4%)

Readiness: 19*","Stock: 0 (0.0%)

Readiness: 0*",0,0,0,0,0,0,0,0,0,"Stock: 470				
Readiness: 259*","Stock: 177				
Readiness: 97*","Stock: 236				
Readiness: 130*","Stock: 108				
Readiness: 59*",0.9908
Yemen,"32,140,443","$18,719,000,000 USD","$405,187,500 USD","$6,492,000,000 USD","12,213,368","33,350",0,"3,850","56,350","3,250","Stock: 160			
Readiness: 64*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 68 (42.5%)

Readiness: 27*","Stock: 3 (1.9%)

Readiness: 1*","Stock: 59 (36.9%)

Readiness: 24*","Stock: 30 (18.8%)

Readiness: 12*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 14 (8.8%)

Readiness: 6*","Stock: 0 (0.0%)

Readiness: 0*",26,0,0,0,0,1,0,9,0,"Stock: 0				
Readiness: 0*","Stock: 12				
Readiness: 6*","Stock: 60				
Readiness: 30*","Stock: 30				
Readiness: 15*",2.1617
Russia,"140,820,810","$6,089,000,000,000 USD","$212,638,272,000 USD","$226,475,750,000 USD","69,002,197","1,320,000","2,000,000","203,376","600,000","160,000","Stock: 4,237			
Readiness: 2,754*","Stock: 698 (16.5%)

Readiness: 454*","Stock: 861 (20.3%)

Readiness: 560*","Stock: 458 (10.8%)

Readiness: 298*","Stock: 1,643 (38.8%)

Readiness: 1,068*","Stock: 530 (12.5%)

Readiness: 345*","Stock: 137 (3.2%)

Readiness: 89*","Stock: 556 (13.1%)

Readiness: 361*","Stock: 18 (0.4%)

Readiness: 12*",747,1,0,13,12,79,66,70,45,"Stock: 5,630				
Readiness: 3,941*","Stock: 3,603				
Readiness: 2,522*","Stock: 5,920				
Readiness: 4,144*","Stock: 2,486				
Readiness: 1,740*",0.0791
Zimbabwe,"17,150,352","$57,391,000,000 USD","$1,976,800,000 USD","$6,671,000,000 USD","6,517,134","29,000",0,"5,000","25,000",0,"Stock: 80			
Readiness: 40*","Stock: 9 (11.3%)

Readiness: 5*","Stock: 9 (11.3%)

Readiness: 5*","Stock: 14 (17.5%)

Readiness: 7*","Stock: 28 (35.0%)

Readiness: 14*","Stock: 20 (25.0%)

Readiness: 10*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 6 (7.5%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 60				
Readiness: 33*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",2.2801
Jordan,"11,174,024","$109,986,000,000 USD","$2,668,500,000 USD","$21,058,000,000 USD","3,463,947","114,500","100,000","14,000","146,000","5,500","Stock: 279			
Readiness: 181*","Stock: 10 (3.6%)

Readiness: 7*","Stock: 44 (15.8%)

Readiness: 29*","Stock: 12 (4.3%)

Readiness: 8*","Stock: 159 (57.0%)

Readiness: 103*","Stock: 66 (23.7%)

Readiness: 43*","Stock: 11 (3.9%)

Readiness: 7*","Stock: 44 (15.8%)

Readiness: 29*","Stock: 0 (0.0%)

Readiness: 0*",27,0,0,0,0,0,0,27,0,"Stock: 1,508				
Readiness: 980*","Stock: 478				
Readiness: 311*","Stock: 80				
Readiness: 52*","Stock: 84				
Readiness: 55*",1.5581
Chile,"18,664,652","$596,556,000,000 USD","$6,800,000,000 USD","$235,950,000,000 USD","8,959,033","80,000","40,000","7,645","80,000","25,000","Stock: 274			
Readiness: 178*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 45 (16.4%)

Readiness: 29*","Stock: 33 (12.0%)

Readiness: 21*","Stock: 86 (31.4%)

Readiness: 56*","Stock: 92 (33.6%)

Readiness: 60*","Stock: 18 (6.6%)

Readiness: 12*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 5 (1.8%)

Readiness: 3*",130,0,0,0,8,0,4,40,0,"Stock: 386				
Readiness: 251*","Stock: 48				
Readiness: 31*","Stock: 249				
Readiness: 162*","Stock: 9				
Readiness: 6*",0.8704
Luxembourg,"671,254","$86,871,000,000 USD","$1,530,685,000 USD","$5,203,000,000,000 USD","154,388","1,200",0,0,"1,200",0,"Stock: 1			
Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 1 (100.0%)

Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",2.4429
Mongolia,"3,281,676","$59,221,000,000 USD","$1,590,000,000 USD","$8,379,000,000 USD","1,870,555","35,000","230,000","1,500","35,000",0,"Stock: 8			
Readiness: 4*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 3 (37.5%)

Readiness: 2*","Stock: 3 (37.5%)

Readiness: 2*","Stock: 2 (25.0%)

Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 420				
Readiness: 231*","Stock: 0				
Readiness: 0*","Stock: 500				
Readiness: 275*","Stock: 130				
Readiness: 72*",1.9987
Oman,"3,901,992","$193,591,000,000 USD","$8,364,000,000 USD","$55,986,700,000 USD","1,482,757","100,000",0,"6,145","100,000","4,200","Stock: 128			
Readiness: 70*","Stock: 10 (7.8%)

Readiness: 6*","Stock: 29 (22.7%)

Readiness: 16*","Stock: 9 (7.0%)

Readiness: 5*","Stock: 31 (24.2%)

Readiness: 17*","Stock: 45 (35.2%)

Readiness: 25*","Stock: 4 (3.1%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",17,0,0,0,0,5,0,8,0,"Stock: 264				
Readiness: 145*","Stock: 24				
Readiness: 13*","Stock: 144				
Readiness: 79*","Stock: 0				
Readiness: 0*",1.8823
Syria,"23,865,423","$98,858,000,000 USD","$145,925,000 USD","$4,441,250,000 USD","15,273,871","100,000",0,"7,500","100,000","3,250","Stock: 104			
Readiness: 42*","Stock: 5 (4.8%)

Readiness: 2*","Stock: 52 (50.0%)

Readiness: 21*","Stock: 2 (1.9%)

Readiness: 1*","Stock: 39 (37.5%)

Readiness: 16*","Stock: 8 (7.7%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 7 (6.7%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*",12,0,0,0,0,0,0,8,0,"Stock: 168				
Readiness: 84*","Stock: 60				
Readiness: 30*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",1.8861
Republic Of The Congo,"6,097,665","$39,147,000,000 USD","$933,360,000 USD","$6,360,000,000 USD","2,256,136","10,000",0,675,"9,325",0,"Stock: 14			
Readiness: 6*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 2 (14.3%)

Readiness: 1*","Stock: 4 (28.6%)

Readiness: 2*","Stock: 8 (57.1%)

Readiness: 4*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 1 (7.1%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",4,0,0,0,0,0,0,0,0,"Stock: 61				
Readiness: 31*","Stock: 3				
Readiness: 2*","Stock: 38				
Readiness: 19*","Stock: 30				
Readiness: 15*",2.6259
Algeria,"47,022,473","$722,912,000,000 USD","$25,000,000,000 USD","$4,764,000,000 USD","22,570,787","130,000","150,000","14,000","280,000","15,000","Stock: 620			
Readiness: 403*","Stock: 42 (6.8%)

Readiness: 27*","Stock: 111 (17.9%)

Readiness: 72*","Stock: 63 (10.2%)

Readiness: 41*","Stock: 300 (48.4%)

Readiness: 195*","Stock: 90 (14.5%)

Readiness: 59*","Stock: 10 (1.6%)

Readiness: 7*","Stock: 74 (11.9%)

Readiness: 48*","Stock: 4 (0.6%)

Readiness: 3*",111,0,0,0,8,8,6,75,3,"Stock: 1,485				
Readiness: 965*","Stock: 224				
Readiness: 146*","Stock: 483				
Readiness: 314*","Stock: 188				
Readiness: 122*",0.4849
Taiwan,"23,595,274","$1,743,000,000,000 USD","$31,180,000,000 USD","$229,900,000,000 USD","12,269,542","230,000","1,657,000","125,000","94,000","107,000","Stock: 720			
Readiness: 504*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 258 (35.8%)

Readiness: 181*","Stock: 19 (2.6%)

Readiness: 13*","Stock: 239 (33.2%)

Readiness: 167*","Stock: 215 (29.9%)

Readiness: 151*","Stock: 18 (2.5%)

Readiness: 13*","Stock: 91 (12.6%)

Readiness: 64*","Stock: 0 (0.0%)

Readiness: 0*",91,0,0,4,21,7,4,36,10,"Stock: 1,090				
Readiness: 709*","Stock: 488				
Readiness: 317*","Stock: 1,360				
Readiness: 884*","Stock: 223				
Readiness: 145*",0.3927
Moldova,"3,599,528","$39,342,000,000 USD","$114,114,000 USD","$2,637,000,000 USD","2,159,717","6,500","2,000",700,"4,000",0,"Stock: 3			
Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 1 (33.3%)

Readiness: 0*","Stock: 2 (66.7%)

Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 0				
Readiness: 0*","Stock: 4				
Readiness: 2*","Stock: 67				
Readiness: 34*","Stock: 11				
Readiness: 6*",3.6225
Thailand,"69,920,998","$1,558,000,000,000 USD","$6,006,660,000 USD","$37,065,000,000 USD","36,358,919","360,850","200,000","46,000","245,000","69,850","Stock: 496			
Readiness: 298*","Stock: 26 (5.2%)

Readiness: 16*","Stock: 73 (14.7%)

Readiness: 44*","Stock: 52 (10.5%)

Readiness: 31*","Stock: 258 (52.0%)

Readiness: 155*","Stock: 134 (27.0%)

Readiness: 80*","Stock: 25 (5.0%)

Readiness: 15*","Stock: 7 (1.4%)

Readiness: 4*","Stock: 0 (0.0%)

Readiness: 0*",304,0,1,0,7,5,0,254,5,"Stock: 744				
Readiness: 484*","Stock: 59				
Readiness: 38*","Stock: 595				
Readiness: 387*","Stock: 17				
Readiness: 11*",0.4458
Qatar,"2,552,088","$317,064,000,000 USD","$11,950,000,000 USD","$205,700,000,000 USD","638,022","26,550","4,000","2,000","12,500","2,500","Stock: 263			
Readiness: 171*","Stock: 6 (2.3%)

Readiness: 4*","Stock: 115 (43.7%)

Readiness: 75*","Stock: 12 (4.6%)

Readiness: 8*","Stock: 85 (32.3%)

Readiness: 55*","Stock: 45 (17.1%)

Readiness: 29*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 24 (9.1%)

Readiness: 16*","Stock: 0 (0.0%)

Readiness: 0*",125,0,0,0,0,4,0,107,0,"Stock: 62				
Readiness: 40*","Stock: 46				
Readiness: 30*","Stock: 12				
Readiness: 8*","Stock: 16				
Readiness: 10*",1.4096
Armenia,"2,976,765","$60,909,000,000 USD","$1,480,000,000 USD","$6,002,000,000 USD","1,666,988","65,000","210,000","5,000","65,000",0,"Stock: 69			
Readiness: 35*","Stock: 14 (20.3%)

Readiness: 7*","Stock: 4 (5.8%)

Readiness: 2*","Stock: 3 (4.3%)

Readiness: 2*","Stock: 36 (52.2%)

Readiness: 18*","Stock: 12 (17.4%)

Readiness: 6*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 20 (29.0%)

Readiness: 10*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 109				
Readiness: 60*","Stock: 104				
Readiness: 57*","Stock: 193				
Readiness: 106*","Stock: 100				
Readiness: 55*",2.2016
Latvia,"1,801,246","$72,516,000,000 USD","$42,000,000 USD","$48,598,440,000 USD","810,561","17,870","38,000",250,"55,870","1,000","Stock: 3			
Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 3 (100.0%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",18,0,0,0,0,0,0,11,6,"Stock: 0				
Readiness: 0*","Stock: 47				
Readiness: 31*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",2.2316
Germany,"84,119,100","$5,247,000,000,000 USD","$127,400,090,000 USD","$6,862,470,230,000 USD","38,694,786","184,324","860,000","27,725","63,000","15,531","Stock: 569			
Readiness: 427*","Stock: 63 (11.1%)

Readiness: 47*","Stock: 127 (22.3%)

Readiness: 95*","Stock: 55 (9.7%)

Readiness: 41*","Stock: 292 (51.3%)

Readiness: 219*","Stock: 16 (2.8%)

Readiness: 12*","Stock: 27 (4.7%)

Readiness: 20*","Stock: 49 (8.6%)

Readiness: 37*","Stock: 3 (0.5%)

Readiness: 2*",96,0,0,0,11,6,6,54,12,"Stock: 296				
Readiness: 222*","Stock: 134				
Readiness: 101*","Stock: 0				
Readiness: 0*","Stock: 33				
Readiness: 25*",0.2463
Japan,"123,201,945","$5,715,000,000,000 USD","$58,000,000,000 USD","$5,147,667,910,000 USD","52,976,836","251,500","56,000","50,000","206,700","50,800","Stock: 1,429			
Readiness: 1,143*","Stock: 47 (3.3%)

Readiness: 38*","Stock: 217 (15.2%)

Readiness: 174*","Stock: 53 (3.7%)

Readiness: 42*","Stock: 583 (40.8%)

Readiness: 466*","Stock: 399 (27.9%)

Readiness: 319*","Stock: 135 (9.4%)

Readiness: 108*","Stock: 118 (8.3%)

Readiness: 94*","Stock: 10 (0.7%)

Readiness: 8*",158,0,4,41,8,0,23,6,18,"Stock: 734				
Readiness: 587*","Stock: 193				
Readiness: 154*","Stock: 480				
Readiness: 384*","Stock: 99				
Readiness: 79*",0.1876
Poland,"38,746,310","$1,649,000,000,000 USD","$55,865,141,600 USD","$425,641,700,000 USD","18,985,692","250,000","350,000","16,500","110,000","8,240","Stock: 457			
Readiness: 297*","Stock: 12 (2.6%)

Readiness: 8*","Stock: 58 (12.7%)

Readiness: 38*","Stock: 44 (9.6%)

Readiness: 29*","Stock: 224 (49.0%)

Readiness: 146*","Stock: 112 (24.5%)

Readiness: 73*","Stock: 11 (2.4%)

Readiness: 7*","Stock: 29 (6.3%)

Readiness: 19*","Stock: 0 (0.0%)

Readiness: 0*",63,0,0,0,2,2,1,3,29,"Stock: 798				
Readiness: 519*","Stock: 593				
Readiness: 385*","Stock: 0				
Readiness: 0*","Stock: 298				
Readiness: 194*",0.3891
Ecuador,"18,309,984","$252,728,000,000 USD","$2,963,400,000 USD","$39,658,000,000 USD","8,422,593","41,250","118,000","6,200","25,650","9,400","Stock: 99			
Readiness: 64*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 20 (20.2%)

Readiness: 13*","Stock: 43 (43.4%)

Readiness: 28*","Stock: 34 (34.3%)

Readiness: 22*","Stock: 8 (8.1%)

Readiness: 5*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",30,0,0,0,2,6,2,5,0,"Stock: 202				
Readiness: 121*","Stock: 5				
Readiness: 3*","Stock: 106				
Readiness: 64*","Stock: 24				
Readiness: 14*",1.4479
Albania,"3,107,100","$51,360,000,000 USD","$720,037,190 USD","$5,363,000,000 USD","1,522,479","7,500",0,650,"2,335","1,000","Stock: 20			
Readiness: 11*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 1 (5.0%)

Readiness: 1*","Stock: 19 (95.0%)

Readiness: 10*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",33,0,0,0,0,0,0,33,0,"Stock: 0				
Readiness: 0*","Stock: 10				
Readiness: 7*","Stock: 0				
Readiness: 0*","Stock: 270				
Readiness: 176*",1.7258
Turkey,"84,119,531","$3,018,000,000,000 USD","$51,400,000,000 USD","$149,654,000,000 USD","42,985,080","481,000","380,000","52,850","401,500","100,000","Stock: 1,101			
Readiness: 771*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 201 (18.3%)

Readiness: 141*","Stock: 84 (7.6%)

Readiness: 59*","Stock: 509 (46.2%)

Readiness: 356*","Stock: 301 (27.3%)

Readiness: 211*","Stock: 27 (2.5%)

Readiness: 19*","Stock: 111 (10.1%)

Readiness: 78*","Stock: 7 (0.6%)

Readiness: 5*",192,0,1,0,17,9,14,40,11,"Stock: 2,284				
Readiness: 1,599*","Stock: 1,045				
Readiness: 732*","Stock: 635				
Readiness: 445*","Stock: 237				
Readiness: 166*",0.1975
Egypt,"111,247,248","$1,958,000,000,000 USD","$5,193,500,000 USD","$117,272,000,000 USD","45,611,372","438,500","479,000","50,000","685,000","50,000","Stock: 1,088			
Readiness: 707*","Stock: 90 (8.3%)

Readiness: 59*","Stock: 242 (22.2%)

Readiness: 157*","Stock: 53 (4.9%)

Readiness: 34*","Stock: 348 (32.0%)

Readiness: 226*","Stock: 344 (31.6%)

Readiness: 224*","Stock: 11 (1.0%)

Readiness: 7*","Stock: 100 (9.2%)

Readiness: 65*","Stock: 0 (0.0%)

Readiness: 0*",149,0,2,0,13,7,8,61,17,"Stock: 3,620				
Readiness: 2,534*","Stock: 1,056				
Readiness: 739*","Stock: 962				
Readiness: 673*","Stock: 648				
Readiness: 454*",0.3651
India,"1,409,128,296","$14,244,000,000,000 USD","$109,000,000,000 USD","$212,728,000,000 USD","662,290,299","1,431,000","1,000,000","289,000","2,148,000","148,869","Stock: 2,183			
Readiness: 1,637*","Stock: 124 (5.7%)

Readiness: 93*","Stock: 476 (21.8%)

Readiness: 357*","Stock: 277 (12.7%)

Readiness: 208*","Stock: 594 (27.2%)

Readiness: 446*","Stock: 334 (15.3%)

Readiness: 251*","Stock: 72 (3.3%)

Readiness: 54*","Stock: 79 (3.6%)

Readiness: 59*","Stock: 6 (0.3%)

Readiness: 5*",343,2,0,13,18,21,18,146,0,"Stock: 3,913				
Readiness: 2,935*","Stock: 100				
Readiness: 75*","Stock: 5,640				
Readiness: 4,230*","Stock: 300				
Readiness: 225*",0.1346
